study_id,reactorcase_run_id,scenario,parameter_refit_performed,observed_co2_conversion_percent,co2_conversion_percent_pred,co2_conversion_residual,observed_meoh_selectivity_percent,meoh_selectivity_percent_pred,meoh_selectivity_residual,observed_meoh_yield_for_validation_percent,meoh_yield_percent_pred,meoh_yield_residual
YANG-2020,YANG-CUBIC-T300,published_table_4_assignment,False,4.5,4.303330246464009,-0.19666975353599092,50.0,67.58303628999973,17.583036289999725,2.25,2.9083212421463056,0.6583212421463056
YANG-2020,YANG-CUBIC-T300,published_prose_swapped_assignment,False,4.5,4.303330246464009,-0.19666975353599092,50.0,67.58303628999973,17.583036289999725,2.25,2.9083212421463056,0.6583212421463056
YANG-2020,YANG-CUBIC-T320,published_table_4_assignment,False,7.5,6.944501314947119,-0.5554986850528811,35.0,63.45340266948626,28.45340266948626,2.625,4.406522382761163,1.781522382761163
YANG-2020,YANG-CUBIC-T320,published_prose_swapped_assignment,False,7.5,6.616168771401018,-0.8838312285989822,35.0,63.612042090860896,28.612042090860896,2.625,4.2086800636660096,1.5836800636660096
YANG-2020,YANG-CUBIC-T340,published_table_4_assignment,False,11.8,10.019659437544778,-1.7803405624552227,20.0,56.32656573993157,36.32656573993157,2.36,5.643730060005917,3.2837300600059174
YANG-2020,YANG-CUBIC-T340,published_prose_swapped_assignment,False,11.8,9.35397490139661,-2.446025098603391,20.0,57.28262959187212,37.28262959187212,2.36,5.358202794883706,2.998202794883706
YANG-2020,YANG-CUBIC-T360,published_table_4_assignment,False,17.02,12.474909389822223,-4.545090610177777,14.0,42.40118141791454,28.401181417914543,2.3828,5.289508962098977,2.906708962098977
YANG-2020,YANG-CUBIC-T360,published_prose_swapped_assignment,False,17.02,11.708122269873495,-5.311877730126504,14.0,45.3548640006264,31.3548640006264,2.3828,5.310202932528176,2.927402932528176
YANG-2020,YANG-RHOMBOHEDRAL-T260,published_table_4_assignment,False,0.8,1.3493656635075284,0.5493656635075284,89.0,73.93744760209027,-15.062552397909727,0.7120000000000001,0.9976865304164766,0.2856865304164765
YANG-2020,YANG-RHOMBOHEDRAL-T260,published_prose_swapped_assignment,False,0.8,1.5769574387457514,0.7769574387457514,89.0,73.93112530916756,-15.068874690832445,0.7120000000000001,1.1658623801113608,0.4538623801113607
YANG-2020,YANG-RHOMBOHEDRAL-T280,published_table_4_assignment,False,1.8,2.4820752012228975,0.6820752012228974,60.0,70.85809082894473,10.858090828944725,1.08,1.7587511005252334,0.6787511005252334
YANG-2020,YANG-RHOMBOHEDRAL-T280,published_prose_swapped_assignment,False,1.8,2.6581978841960803,0.8581978841960802,60.0,70.84669713759979,10.84669713759979,1.08,1.8832454043344826,0.8032454043344825
YANG-2020,YANG-RHOMBOHEDRAL-T300,published_table_4_assignment,False,2.6,4.303330246464009,1.703330246464009,48.0,67.58303628999973,19.583036289999725,1.2480000000000002,2.9083212421463056,1.6603212421463054
YANG-2020,YANG-RHOMBOHEDRAL-T300,published_prose_swapped_assignment,False,2.6,4.303330246464009,1.703330246464009,48.0,67.58303628999973,19.583036289999725,1.2480000000000002,2.9083212421463056,1.6603212421463054
YANG-2020,YANG-RHOMBOHEDRAL-T320,published_table_4_assignment,False,3.9,6.944501314947119,3.044501314947119,37.0,63.45340266948626,26.45340266948626,1.4429999999999998,4.406522382761163,2.9635223827611634
YANG-2020,YANG-RHOMBOHEDRAL-T320,published_prose_swapped_assignment,False,3.9,6.616168771401018,2.716168771401018,37.0,63.612042090860896,26.612042090860896,1.4429999999999998,4.2086800636660096,2.76568006366601
YANG-2020,YANG-RHOMBOHEDRAL-T340,published_table_4_assignment,False,4.8,10.019659437544778,5.219659437544778,30.0,56.32656573993157,26.326565739931567,1.44,5.643730060005917,4.203730060005917
YANG-2020,YANG-RHOMBOHEDRAL-T340,published_prose_swapped_assignment,False,4.8,9.35397490139661,4.55397490139661,30.0,57.28262959187212,27.282629591872123,1.44,5.358202794883706,3.918202794883706
YANG-2020,YANG-RHOMBOHEDRAL-T360,published_table_4_assignment,False,5.7,12.474909389822223,6.774909389822223,19.0,42.40118141791454,23.401181417914543,1.083,5.289508962098977,4.206508962098977
YANG-2020,YANG-RHOMBOHEDRAL-T360,published_prose_swapped_assignment,False,5.7,11.708122269873495,6.008122269873495,19.0,45.3548640006264,26.3548640006264,1.083,5.310202932528176,4.227202932528176
YANG-2020,YANG-CUBIC-pressure-2,published_table_4_assignment,False,4.2,6.745137427987559,2.5451374279875587,9.0,44.28724283752575,35.28724283752575,0.378,2.987235392457689,2.609235392457689
YANG-2020,YANG-CUBIC-pressure-2,published_prose_swapped_assignment,False,4.2,6.522030136194198,2.322030136194198,9.0,45.0431384663841,36.0431384663841,0.378,2.937727065065252,2.559727065065252
YANG-2020,YANG-CUBIC-pressure-3,published_table_4_assignment,False,7.5,8.55418640947295,1.0541864094729494,16.0,51.37567307022641,35.37567307022641,1.2,4.394770843548561,3.194770843548561
YANG-2020,YANG-CUBIC-pressure-3,published_prose_swapped_assignment,False,7.5,8.113202237027476,0.6132022370274761,16.0,52.31114947042723,36.31114947042723,1.2,4.244109349049489,3.0441093490494886
YANG-2020,YANG-CUBIC-pressure-4,published_table_4_assignment,False,10.0,10.019659437544778,0.019659437544778058,18.0,56.32656573993157,38.32656573993157,1.8,5.643730060005917,3.8437300600059174
YANG-2020,YANG-CUBIC-pressure-4,published_prose_swapped_assignment,False,10.0,9.35397490139661,-0.6460250986033902,18.0,57.28262959187212,39.28262959187212,1.8,5.358202794883706,3.558202794883706
YANG-2020,YANG-CUBIC-pressure-5,published_table_4_assignment,False,12.3,11.25237872886878,-1.04762127113122,19.0,60.01670398338511,41.01670398338511,2.337,6.753306832794569,4.416306832794568
YANG-2020,YANG-CUBIC-pressure-5,published_prose_swapped_assignment,False,12.3,10.363287220724434,-1.9367127792755667,19.0,60.93178172707193,41.93178172707193,2.337,6.314535549081351,3.977535549081351
YANG-2020,YANG-RHOMBOHEDRAL-pressure-2,published_table_4_assignment,False,1.6,6.745137427987559,5.145137427987558,24.0,44.28724283752575,20.287242837525753,0.384,2.987235392457689,2.603235392457689
YANG-2020,YANG-RHOMBOHEDRAL-pressure-2,published_prose_swapped_assignment,False,1.6,6.522030136194198,4.9220301361941985,24.0,45.0431384663841,21.0431384663841,0.384,2.937727065065252,2.553727065065252
YANG-2020,YANG-RHOMBOHEDRAL-pressure-3,published_table_4_assignment,False,2.8,8.55418640947295,5.75418640947295,25.0,51.37567307022641,26.375673070226412,0.7,4.394770843548561,3.694770843548561
YANG-2020,YANG-RHOMBOHEDRAL-pressure-3,published_prose_swapped_assignment,False,2.8,8.113202237027476,5.313202237027476,25.0,52.31114947042723,27.31114947042723,0.7,4.244109349049489,3.5441093490494886
YANG-2020,YANG-RHOMBOHEDRAL-pressure-4,published_table_4_assignment,False,4.8,10.019659437544778,5.219659437544778,30.0,56.32656573993157,26.326565739931567,1.44,5.643730060005917,4.203730060005917
YANG-2020,YANG-RHOMBOHEDRAL-pressure-4,published_prose_swapped_assignment,False,4.8,9.35397490139661,4.55397490139661,30.0,57.28262959187212,27.282629591872123,1.44,5.358202794883706,3.918202794883706
YANG-2020,YANG-RHOMBOHEDRAL-pressure-5,published_table_4_assignment,False,5.0,11.25237872886878,6.252378728868781,38.0,60.01670398338511,22.016703983385113,1.9,6.753306832794569,4.853306832794569
YANG-2020,YANG-RHOMBOHEDRAL-pressure-5,published_prose_swapped_assignment,False,5.0,10.363287220724434,5.363287220724434,38.0,60.93178172707193,22.93178172707193,1.9,6.314535549081351,4.414535549081352
YANG-2020,YANG-CUBIC-space_velocity-8000,published_table_4_assignment,False,15.0,14.878841884201325,-0.12115811579867497,16.0,42.934269350286364,26.934269350286364,2.4,6.388122050766219,3.988122050766219
YANG-2020,YANG-CUBIC-space_velocity-8000,published_prose_swapped_assignment,False,15.0,14.28466756411927,-0.7153324358807307,16.0,45.342381383753825,29.342381383753825,2.4,6.477008446324335,4.077008446324335
YANG-2020,YANG-CUBIC-space_velocity-24000,published_table_4_assignment,False,11.5,7.261462263952957,-4.238537736047043,18.0,59.52294430604472,41.52294430604472,2.07,4.322236139177172,2.2522361391771724
YANG-2020,YANG-CUBIC-space_velocity-24000,published_prose_swapped_assignment,False,11.5,6.689843429955043,-4.810156570044957,18.0,59.97626078709164,41.97626078709164,2.07,4.012317941797953,1.942317941797953
YANG-2020,YANG-CUBIC-space_velocity-32000,published_table_4_assignment,False,7.8,5.623099095395417,-2.176900904604583,20.0,60.67998621502044,40.67998621502044,1.56,3.412095755942878,1.852095755942878
YANG-2020,YANG-CUBIC-space_velocity-32000,published_prose_swapped_assignment,False,7.8,5.150689315720769,-2.6493106842792304,20.0,60.93924886243881,40.93924886243881,1.56,3.138791380238126,1.5787913802381262
YANG-2020,YANG-RHOMBOHEDRAL-space_velocity-8000,published_table_4_assignment,False,5.2,14.878841884201325,9.678841884201326,22.0,42.934269350286364,20.934269350286364,1.144,6.388122050766219,5.244122050766219
YANG-2020,YANG-RHOMBOHEDRAL-space_velocity-8000,published_prose_swapped_assignment,False,5.2,14.28466756411927,9.084667564119268,22.0,45.342381383753825,23.342381383753825,1.144,6.477008446324335,5.333008446324335
YANG-2020,YANG-RHOMBOHEDRAL-space_velocity-24000,published_table_4_assignment,False,4.1,7.261462263952957,3.1614622639529575,28.0,59.52294430604472,31.52294430604472,1.148,4.322236139177172,3.1742361391771725
YANG-2020,YANG-RHOMBOHEDRAL-space_velocity-24000,published_prose_swapped_assignment,False,4.1,6.689843429955043,2.5898434299550432,28.0,59.97626078709164,31.97626078709164,1.148,4.012317941797953,2.864317941797953
YANG-2020,YANG-RHOMBOHEDRAL-space_velocity-32000,published_table_4_assignment,False,3.4,5.623099095395417,2.223099095395417,40.0,60.67998621502044,20.679986215020442,1.36,3.412095755942878,2.0520957559428776
YANG-2020,YANG-RHOMBOHEDRAL-space_velocity-32000,published_prose_swapped_assignment,False,3.4,5.150689315720769,1.7506893157207695,40.0,60.93924886243881,20.93924886243881,1.36,3.138791380238126,1.778791380238126
