study_id,reactorcase_run_id,scenario,parameter_refit_performed,observed_co2_conversion_percent,co2_conversion_percent_pred,co2_conversion_residual,observed_meoh_selectivity_percent,meoh_selectivity_percent_pred,meoh_selectivity_residual,observed_meoh_yield_for_validation_percent,meoh_yield_percent_pred,meoh_yield_residual
SUN-2015,SUN-P20-T270,published_table_4_assignment,False,0.8,1.3149976087890485,0.5149976087890484,47.5,61.28886764937356,13.788867649373557,0.38,0.8059471440431469,0.42594714404314693
SUN-2015,SUN-P20-T270,published_prose_swapped_assignment,False,0.8,1.4289149518379656,0.6289149518379655,47.5,61.25996979741182,13.75996979741182,0.38,0.8753528679266394,0.49535286792663935
SUN-2015,SUN-P20-T290,published_table_4_assignment,False,1.8,2.298486488342652,0.4984864883426521,43.33,57.21339813668646,13.88339813668646,0.78,1.3150422256934249,0.5350422256934249
SUN-2015,SUN-P20-T290,published_prose_swapped_assignment,False,1.8,2.352247689901792,0.5522476899017918,43.33,57.17687214505207,13.846872145052075,0.78,1.3449416541900885,0.5649416541900885
SUN-2015,SUN-P20-T310,published_table_4_assignment,False,3.3,3.694203014145388,0.39420301414538805,37.88,51.543229792475174,13.663229792475171,1.25,1.9041115485815014,0.6541115485815014
SUN-2015,SUN-P20-T310,published_prose_swapped_assignment,False,3.3,3.6285844015217283,0.3285844015217285,37.88,51.664199434299995,13.784199434299993,1.25,1.874679081844087,0.624679081844087
SUN-2015,SUN-P20-T330,published_table_4_assignment,False,5.75,5.2390171875022515,-0.5109828124977485,24.0,41.03428964481544,17.034289644815438,1.38,2.1497934872613373,0.7697934872613375
SUN-2015,SUN-P20-T330,published_prose_swapped_assignment,False,5.75,5.052080669619982,-0.6979193303800182,24.0,41.934471614541984,17.934471614541984,1.38,2.118563334345554,0.738563334345554
SUN-2015,SUN-P20-T350,published_table_4_assignment,False,8.15,6.660719762184552,-1.4892802378154482,11.78,23.677332955099384,11.897332955099385,0.96,1.5770807952985402,0.6170807952985402
SUN-2015,SUN-P20-T350,published_prose_swapped_assignment,False,8.15,6.368060608501541,-1.781939391498459,11.78,25.71450411070977,13.934504110709769,0.96,1.6375152069456185,0.6775152069456185
